PE,TIM,DI_0,DI_1,DI_2,DI_3,AI_0 EgF,AI_0 PEgF,AI_0 Evt,AI_1 EgF,AI_1 PEgF,AI_1 Evt,AI_2 EgF,AI_2 PEgF,AI_2 Evt,AI_3 EgF,AI_3 PEgF,AI_3 Evt
P   ,06/04/2022 14:27,0,0,0,0,20.707,0,23.133,0,15.347,0,0,0,,,,
P   ,06/04/2022 14:28,0,0,0,0,20.695,0,23.133,0,15.278,0,0,0,,,,
P   ,06/04/2022 14:29,0,0,0,0,20.695,0,23.133,0,15.312,0,0,0,,,,
P   ,06/04/2022 14:30,0,0,0,0,20.695,0,23.133,0,15.381,0,0,0,,,,
P   ,06/04/2022 14:31,0,0,0,0,20.695,0,23.15,0,15.431,0,0,0,,,,
P   ,06/04/2022 14:32,0,0,0,0,20.695,0,23.167,0,15.398,0,0,0,,,,
P   ,06/04/2022 14:33,0,0,0,0,20.695,0,23.201,0,15.381,0,0,0,,,,
P   ,06/04/2022 14:34,0,0,0,0,20.695,0,23.167,0,15.448,0,0,0,,,,
P   ,06/04/2022 14:35,0,0,0,0,20.695,0,23.184,0,15.517,0,0,0,,,,
P   ,06/04/2022 14:36,0,0,0,0,20.695,0,23.201,0,15.398,0,0,0,,,,
P   ,06/04/2022 14:37,0,0,0,0,20.695,0,23.201,0,15.5,0,0,0,,,,
P   ,06/04/2022 14:38,0,0,0,0,20.695,0,23.217,0,15.5,0,0,0,,,,
P   ,06/04/2022 14:39,0,0,0,0,20.695,0,23.234,0,15.431,0,0,0,,,,
P   ,06/04/2022 14:40,0,0,0,0,20.695,0,23.234,0,15.5,0,0,0,,,,
P   ,06/04/2022 14:41,0,0,0,0,20.695,0,23.234,0,15.482,0,0,0,,,,
P   ,06/04/2022 14:42,0,0,0,0,20.695,0,23.217,0,15.482,0,0,0,,,,
P   ,06/04/2022 14:43,0,0,0,0,20.695,0,23.217,0,15.5,0,0,0,,,,
P   ,06/04/2022 14:44,0,0,0,0,20.695,0,23.234,0,15.568,0,0,0,,,,
P   ,06/04/2022 14:45,0,0,0,0,20.695,0,23.251,0,15.551,0,0,0,,,,
P   ,06/04/2022 14:46,0,0,0,0,20.695,0,23.251,0,15.517,0,0,0,,,,
P   ,06/04/2022 14:47,0,0,0,0,20.695,0,23.251,0,15.584,0,0,0,,,,
P   ,06/04/2022 14:48,0,0,0,0,20.695,0,23.234,0,15.5,0,0,0,,,,
P   ,06/04/2022 14:49,0,0,0,0,20.695,0,23.234,0,15.601,0,0,0,,,,
P   ,06/04/2022 14:50,0,0,0,0,20.695,0,23.251,0,15.618,0,0,0,,,,
P   ,06/04/2022 14:51,0,0,0,0,20.695,0,23.251,0,15.584,0,0,0,,,,
P   ,06/04/2022 14:52,0,0,0,0,20.707,0,23.234,0,15.687,0,0,0,,,,
P   ,06/04/2022 14:53,0,0,0,0,20.707,0,23.251,0,15.687,0,0,0,,,,
P   ,06/04/2022 14:54,0,0,0,0,20.695,0,23.268,0,15.584,0,0,0,,,,
P   ,06/04/2022 14:55,0,0,0,0,20.707,0,23.268,0,15.584,0,0,0,,,,
P   ,06/04/2022 14:56,0,0,0,0,20.707,0,23.251,0,15.652,0,0,0,,,,
P   ,06/04/2022 14:57,0,0,0,0,20.707,0,23.268,0,15.652,0,0,0,,,,
P   ,06/04/2022 14:58,0,0,0,0,20.695,0,23.268,0,15.687,0,0,0,,,,
P   ,06/04/2022 14:59,0,0,0,0,20.707,0,23.286,0,15.687,0,0,0,,,,
P   ,06/04/2022 15:00,0,0,0,0,20.707,0,23.303,0,15.67,0,0,0,,,,
P   ,06/04/2022 15:01,0,0,0,0,20.707,0,23.303,0,15.618,0,0,0,,,,
P   ,06/04/2022 15:02,0,0,0,0,20.707,0,23.286,0,15.618,0,0,0,,,,
P   ,06/04/2022 15:03,0,0,0,0,20.707,0,23.303,0,15.601,0,0,0,,,,
P   ,06/04/2022 15:04,0,0,0,0,20.707,0,23.32,0,15.618,0,0,0,,,,
P   ,06/04/2022 15:05,0,0,0,0,20.707,0,23.337,0,15.584,0,0,0,,,,
P   ,06/04/2022 15:06,0,0,0,0,20.707,0,23.354,0,15.534,0,0,0,,,,
P   ,06/04/2022 15:07,0,0,0,0,20.707,0,23.354,0,15.534,0,0,0,,,,
P   ,06/04/2022 15:08,0,0,0,0,20.707,0,23.354,0,15.551,0,0,0,,,,
P   ,06/04/2022 15:09,0,0,0,0,20.707,0,23.303,0,15.551,0,0,0,,,,
P   ,06/04/2022 15:10,0,0,0,0,20.707,0,23.32,0,15.618,0,0,0,,,,
P   ,06/04/2022 15:11,0,0,0,0,20.707,0,23.303,0,15.652,0,0,0,,,,
P   ,06/04/2022 15:12,0,0,0,0,20.707,0,23.303,0,15.618,0,0,0,,,,
P   ,06/04/2022 15:13,0,0,0,0,20.707,0,23.32,0,15.652,0,0,0,,,,
P   ,06/04/2022 15:14,0,0,0,0,20.707,0,23.32,0,15.618,0,0,0,,,,
P   ,06/04/2022 15:15,0,0,0,0,20.707,0,23.286,0,15.907,0,0,0,,,,
P   ,06/04/2022 15:16,0,0,0,0,20.707,0,23.268,0,15.601,0,0,0,,,,
P   ,06/04/2022 15:17,0,0,0,0,20.695,0,23.234,0,15.618,0,0,0,,,,
P   ,06/04/2022 15:18,0,0,0,0,20.695,0,23.251,0,15.618,0,0,0,,,,
P   ,06/04/2022 15:19,0,0,0,0,20.695,0,23.234,0,15.788,0,0,0,,,,
P   ,06/04/2022 15:20,0,0,0,0,20.695,0,23.251,0,15.721,0,0,0,,,,
P   ,06/04/2022 15:21,0,0,0,0,20.695,0,23.268,0,15.635,0,0,0,,,,
P   ,06/04/2022 15:22,0,0,0,0,20.695,0,23.286,0,15.67,0,0,0,,,,
P   ,06/04/2022 15:23,0,0,0,0,20.695,0,23.268,0,15.568,0,0,0,,,,
P   ,06/04/2022 15:24,0,0,0,0,20.695,0,23.251,0,15.601,0,0,0,,,,
P   ,06/04/2022 15:25,0,0,0,0,20.695,0,23.234,0,15.415,0,0,0,,,,
P   ,06/04/2022 15:26,0,0,0,0,20.695,0,23.234,0,15.465,0,0,0,,,,
P   ,06/04/2022 15:27,0,0,0,0,20.683,0,23.217,0,15.431,0,0,0,,,,
P   ,06/04/2022 15:28,0,0,0,0,20.683,0,23.217,0,15.465,0,0,0,,,,
P   ,06/04/2022 15:29,0,0,0,0,20.695,0,23.217,0,15.465,0,0,0,,,,
P   ,06/04/2022 15:30,0,0,0,0,20.695,0,23.217,0,15.381,0,0,0,,,,
P   ,06/04/2022 15:31,0,0,0,0,20.695,0,23.201,0,15.381,0,0,0,,,,
P   ,06/04/2022 15:32,0,0,0,0,20.695,0,23.201,0,15.5,0,0,0,,,,
P   ,06/04/2022 15:33,0,0,0,0,20.695,0,23.201,0,15.415,0,0,0,,,,
P   ,06/04/2022 15:34,0,0,0,0,20.683,0,23.201,0,15.415,0,0,0,,,,
P   ,06/04/2022 15:35,0,0,0,0,20.683,0,23.184,0,15.347,0,0,0,,,,
P   ,06/04/2022 15:36,0,0,0,0,20.695,0,23.167,0,15.584,0,0,0,,,,
P   ,06/04/2022 15:37,0,0,0,0,20.695,0,23.167,0,15.482,0,0,0,,,,
P   ,06/04/2022 15:38,0,0,0,0,20.683,0,23.15,0,15.517,0,0,0,,,,
P   ,06/04/2022 15:39,0,0,0,0,20.683,0,23.133,0,15.517,0,0,0,,,,
P   ,06/04/2022 15:40,0,0,0,0,20.683,0,23.133,0,15.465,0,0,0,,,,
P   ,06/04/2022 15:41,0,0,0,0,20.683,0,23.133,0,15.448,0,0,0,,,,
P   ,06/04/2022 15:42,0,0,0,0,20.683,0,23.115,0,15.431,0,0,0,,,,
P   ,06/04/2022 15:43,0,0,0,0,20.683,0,23.098,0,15.618,0,0,0,,,,
P   ,06/04/2022 15:44,0,0,0,0,20.683,0,23.098,0,15.465,0,0,0,,,,
P   ,06/04/2022 15:45,0,0,0,0,20.683,0,23.098,0,15.482,0,0,0,,,,
P   ,06/04/2022 15:46,0,0,0,0,20.683,0,23.098,0,15.415,0,0,0,,,,
P   ,06/04/2022 15:47,0,0,0,0,20.683,0,23.115,0,15.381,0,0,0,,,,
P   ,06/04/2022 15:48,0,0,0,0,20.683,0,23.098,0,15.329,0,0,0,,,,
P   ,06/04/2022 15:49,0,0,0,0,20.683,0,23.081,0,15.448,0,0,0,,,,
P   ,06/04/2022 15:50,0,0,0,0,20.683,0,23.064,0,15.534,0,0,0,,,,
P   ,06/04/2022 15:51,0,0,0,0,20.683,0,23.031,0,15.5,0,0,0,,,,
P   ,06/04/2022 15:52,0,0,0,0,20.683,0,22.997,0,15.551,0,0,0,,,,
P   ,06/04/2022 15:53,0,0,0,0,20.683,0,22.997,0,15.584,0,0,0,,,,
P   ,06/04/2022 15:54,0,0,0,0,20.683,0,22.98,0,15.618,0,0,0,,,,
P   ,06/04/2022 15:55,0,0,0,0,20.683,0,22.98,0,15.584,0,0,0,,,,
P   ,06/04/2022 15:56,0,0,0,0,20.683,0,22.962,0,15.618,0,0,0,,,,
P   ,06/04/2022 15:57,0,0,0,0,20.683,0,22.962,0,15.721,0,0,0,,,,
P   ,06/04/2022 15:58,0,0,0,0,20.683,0,22.928,0,15.857,0,0,0,,,,
P   ,06/04/2022 15:59,0,0,0,0,20.683,0,22.911,0,15.788,0,0,0,,,,
P   ,06/04/2022 16:00,0,0,0,0,20.683,0,22.894,0,15.891,0,0,0,,,,
P   ,06/04/2022 16:01,0,0,0,0,20.672,0,22.827,0,16.01,0,0,0,,,,
P   ,06/04/2022 16:02,0,0,0,0,20.672,0,22.844,0,16.044,0,0,0,,,,
P   ,06/04/2022 16:03,0,0,0,0,20.672,0,22.827,0,16.094,0,0,0,,,,
P   ,06/04/2022 16:04,0,0,0,0,20.672,0,22.81,0,16.077,0,0,0,,,,
P   ,06/04/2022 16:05,0,0,0,0,20.672,0,22.81,0,16.111,0,0,0,,,,
P   ,06/04/2022 16:06,0,0,0,0,20.66,0,22.827,0,16.044,0,0,0,,,,
P   ,06/04/2022 16:07,0,0,0,0,20.66,0,22.827,0,16.044,0,0,0,,,,
P   ,06/04/2022 16:08,0,0,0,0,20.66,0,22.861,0,15.975,0,0,0,,,,
P   ,06/04/2022 16:09,0,0,0,0,20.672,0,22.878,0,15.891,0,0,0,,,,
P   ,06/04/2022 16:10,0,0,0,0,20.672,0,22.894,0,15.771,0,0,0,,,,
P   ,06/04/2022 16:11,0,0,0,0,20.672,0,22.928,0,15.754,0,0,0,,,,
P   ,06/04/2022 16:12,0,0,0,0,20.672,0,22.945,0,15.754,0,0,0,,,,
P   ,06/04/2022 16:13,0,0,0,0,20.672,0,22.945,0,15.771,0,0,0,,,,
P   ,06/04/2022 16:14,0,0,0,0,20.672,0,22.928,0,15.84,0,0,0,,,,
P   ,06/04/2022 16:15,0,0,0,0,20.672,0,22.928,0,15.823,0,0,0,,,,
P   ,06/04/2022 16:16,0,0,0,0,20.672,0,22.928,0,15.84,0,0,0,,,,
P   ,06/04/2022 16:17,0,0,0,0,20.672,0,22.878,0,15.975,0,0,0,,,,
P   ,06/04/2022 16:18,0,0,0,0,20.672,0,22.878,0,15.975,0,0,0,,,,
P   ,06/04/2022 16:19,0,0,0,0,20.66,0,22.844,0,16.044,0,0,0,,,,
P   ,06/04/2022 16:20,0,0,0,0,20.66,0,22.861,0,16.06,0,0,0,,,,
P   ,06/04/2022 16:21,0,0,0,0,20.66,0,22.861,0,16.044,0,0,0,,,,
P   ,06/04/2022 16:22,0,0,0,0,20.66,0,22.911,0,15.993,0,0,0,,,,
P   ,06/04/2022 16:23,0,0,0,0,20.66,0,22.911,0,15.907,0,0,0,,,,
P   ,06/04/2022 16:24,0,0,0,0,20.672,0,22.945,0,15.788,0,0,0,,,,
P   ,06/04/2022 16:25,0,0,0,0,20.672,0,22.962,0,15.704,0,0,0,,,,
P   ,06/04/2022 16:26,0,0,0,0,20.672,0,22.962,0,15.738,0,0,0,,,,
P   ,06/04/2022 16:27,0,0,0,0,20.672,0,22.945,0,15.805,0,0,0,,,,
P   ,06/04/2022 16:28,0,0,0,0,20.672,0,22.945,0,15.771,0,0,0,,,,
P   ,06/04/2022 16:29,0,0,0,0,20.672,0,22.945,0,15.704,0,0,0,,,,
P   ,06/04/2022 16:30,0,0,0,0,20.672,0,22.945,0,15.738,0,0,0,,,,
P   ,06/04/2022 16:31,0,0,0,0,20.672,0,22.894,0,15.805,0,0,0,,,,
P   ,06/04/2022 16:32,0,0,0,0,20.672,0,22.861,0,15.805,0,0,0,,,,
P   ,06/04/2022 16:33,0,0,0,0,20.66,0,22.844,0,15.857,0,0,0,,,,
P   ,06/04/2022 16:34,0,0,0,0,20.66,0,22.844,0,15.857,0,0,0,,,,
P   ,06/04/2022 16:35,0,0,0,0,20.66,0,22.844,0,15.907,0,0,0,,,,
P   ,06/04/2022 16:36,0,0,0,0,20.66,0,22.894,0,15.754,0,0,0,,,,
P   ,06/04/2022 16:37,0,0,0,0,20.66,0,22.894,0,15.754,0,0,0,,,,
P   ,06/04/2022 16:38,0,0,0,0,20.66,0,22.911,0,15.754,0,0,0,,,,
P   ,06/04/2022 16:39,0,0,0,0,20.66,0,22.911,0,15.771,0,0,0,,,,
P   ,06/04/2022 16:40,0,0,0,0,20.66,0,22.945,0,15.652,0,0,0,,,,
P   ,06/04/2022 16:41,0,0,0,0,20.66,0,22.945,0,15.687,0,0,0,,,,
P   ,06/04/2022 16:42,0,0,0,0,20.672,0,22.911,0,15.754,0,0,0,,,,
P   ,06/04/2022 16:43,0,0,0,0,20.672,0,22.894,0,15.823,0,0,0,,,,
P   ,06/04/2022 16:44,0,0,0,0,20.672,0,22.894,0,15.805,0,0,0,,,,
P   ,06/04/2022 16:45,0,0,0,0,20.66,0,22.894,0,15.891,0,0,0,,,,
P   ,06/04/2022 16:46,0,0,0,0,20.66,0,22.844,0,15.975,0,0,0,,,,
P   ,06/04/2022 16:47,0,0,0,0,20.66,0,22.844,0,15.958,0,0,0,,,,
P   ,06/04/2022 16:48,0,0,0,0,20.66,0,22.861,0,15.975,0,0,0,,,,
P   ,06/04/2022 16:49,0,0,0,0,20.66,0,22.844,0,16.01,0,0,0,,,,
P   ,06/04/2022 16:50,0,0,0,0,20.66,0,22.861,0,16.027,0,0,0,,,,
P   ,06/04/2022 16:51,0,0,0,0,20.66,0,22.878,0,15.857,0,0,0,,,,
P   ,06/04/2022 16:52,0,0,0,0,20.66,0,22.878,0,15.907,0,0,0,,,,
P   ,06/04/2022 16:53,0,0,0,0,20.66,0,22.911,0,15.857,0,0,0,,,,
P   ,06/04/2022 16:54,0,0,0,0,20.66,0,22.928,0,15.805,0,0,0,,,,
P   ,06/04/2022 16:55,0,0,0,0,20.66,0,22.945,0,15.771,0,0,0,,,,
P   ,06/04/2022 16:56,0,0,0,0,20.66,0,22.928,0,15.823,0,0,0,,,,
P   ,06/04/2022 16:57,0,0,0,0,20.672,0,22.911,0,15.805,0,0,0,,,,
P   ,06/04/2022 16:58,0,0,0,0,20.672,0,22.911,0,15.754,0,0,0,,,,
P   ,06/04/2022 16:59,0,0,0,0,20.66,0,22.928,0,15.805,0,0,0,,,,
P   ,06/04/2022 17:00,0,0,0,0,20.66,0,22.911,0,15.857,0,0,0,,,,
P   ,06/04/2022 17:01,0,0,0,0,20.66,0,22.878,0,15.907,0,0,0,,,,
P   ,06/04/2022 17:02,0,0,0,0,20.66,0,22.911,0,15.857,0,0,0,,,,
P   ,06/04/2022 17:03,0,0,0,0,20.66,0,22.911,0,15.907,0,0,0,,,,
P   ,06/04/2022 17:04,0,0,0,0,20.66,0,22.911,0,15.891,0,0,0,,,,
P   ,06/04/2022 17:05,0,0,0,0,20.66,0,22.878,0,15.891,0,0,0,,,,
P   ,06/04/2022 17:06,0,0,0,0,20.66,0,22.911,0,15.857,0,0,0,,,,
P   ,06/04/2022 17:07,0,0,0,0,20.66,0,22.928,0,15.823,0,0,0,,,,
P   ,06/04/2022 17:08,0,0,0,0,20.66,0,22.911,0,15.687,0,0,0,,,,
P   ,06/04/2022 17:09,0,0,0,0,20.66,0,22.928,0,15.704,0,0,0,,,,
P   ,06/04/2022 17:10,0,0,0,0,20.66,0,22.928,0,15.721,0,0,0,,,,
P   ,06/04/2022 17:11,0,0,0,0,20.66,0,22.962,0,15.601,0,0,0,,,,
P   ,06/04/2022 17:12,0,0,0,0,20.66,0,22.962,0,15.5,0,0,0,,,,
P   ,06/04/2022 17:13,0,0,0,0,20.66,0,22.928,0,15.551,0,0,0,,,,
P   ,06/04/2022 17:14,0,0,0,0,20.66,0,22.894,0,15.5,0,0,0,,,,
P   ,06/04/2022 17:15,0,0,0,0,20.66,0,22.827,0,15.635,0,0,0,,,,
P   ,06/04/2022 17:16,0,0,0,0,20.66,0,22.775,0,15.738,0,0,0,,,,
P   ,06/04/2022 17:17,0,0,0,0,20.648,0,22.758,0,15.687,0,0,0,,,,
P   ,06/04/2022 17:18,0,0,0,0,20.648,0,22.775,0,15.652,0,0,0,,,,
P   ,06/04/2022 17:19,0,0,0,0,20.648,0,22.758,0,15.635,0,0,0,,,,
P   ,06/04/2022 17:20,0,0,0,0,20.648,0,22.741,0,15.635,0,0,0,,,,
P   ,06/04/2022 17:21,0,0,0,0,20.648,0,22.708,0,15.687,0,0,0,,,,
P   ,06/04/2022 17:22,0,0,0,0,20.648,0,22.691,0,15.704,0,0,0,,,,
P   ,06/04/2022 17:23,0,0,0,0,20.648,0,22.691,0,15.704,0,0,0,,,,
P   ,06/04/2022 17:24,0,0,0,0,20.648,0,22.691,0,15.687,0,0,0,,,,
P   ,06/04/2022 17:25,0,0,0,0,20.636,0,22.691,0,15.601,0,0,0,,,,
P   ,06/04/2022 17:26,0,0,0,0,20.636,0,22.708,0,15.568,0,0,0,,,,
P   ,06/04/2022 17:27,0,0,0,0,20.636,0,22.725,0,15.551,0,0,0,,,,
P   ,06/04/2022 17:28,0,0,0,0,20.636,0,22.741,0,15.482,0,0,0,,,,
P   ,06/04/2022 17:29,0,0,0,0,20.648,0,22.725,0,15.364,0,0,0,,,,
P   ,06/04/2022 17:30,0,0,0,0,20.648,0,22.725,0,15.329,0,0,0,,,,
P   ,06/04/2022 17:31,0,0,0,0,20.636,0,22.691,0,15.398,0,0,0,,,,
P   ,06/04/2022 17:32,0,0,0,0,20.636,0,22.639,0,15.465,0,0,0,,,,
P   ,06/04/2022 17:33,0,0,0,0,20.636,0,22.605,0,15.482,0,0,0,,,,
P   ,06/04/2022 17:34,0,0,0,0,20.636,0,22.605,0,15.534,0,0,0,,,,
P   ,06/04/2022 17:35,0,0,0,0,20.636,0,22.588,0,15.517,0,0,0,,,,
P   ,06/04/2022 17:36,0,0,0,0,20.636,0,22.605,0,15.465,0,0,0,,,,
P   ,06/04/2022 17:37,0,0,0,0,20.636,0,22.588,0,15.517,0,0,0,,,,
P   ,06/04/2022 17:38,0,0,0,0,20.636,0,22.588,0,15.465,0,0,0,,,,
P   ,06/04/2022 17:39,0,0,0,0,20.636,0,22.571,0,15.448,0,0,0,,,,
P   ,06/04/2022 17:40,0,0,0,0,20.636,0,22.571,0,15.448,0,0,0,,,,
P   ,06/04/2022 17:41,0,0,0,0,20.636,0,22.571,0,15.431,0,0,0,,,,
P   ,06/04/2022 17:42,0,0,0,0,20.636,0,22.571,0,15.398,0,0,0,,,,
P   ,06/04/2022 17:43,0,0,0,0,20.636,0,22.571,0,15.347,0,0,0,,,,
P   ,06/04/2022 17:44,0,0,0,0,20.624,0,22.571,0,15.329,0,0,0,,,,
P   ,06/04/2022 17:45,0,0,0,0,20.636,0,22.588,0,15.329,0,0,0,,,,
P   ,06/04/2022 17:46,0,0,0,0,20.624,0,22.605,0,15.142,0,0,0,,,,
P   ,06/04/2022 17:47,0,0,0,0,20.636,0,22.622,0,15.194,0,0,0,,,,
P   ,06/04/2022 17:48,0,0,0,0,20.636,0,22.622,0,15.142,0,0,0,,,,
P   ,06/04/2022 17:49,0,0,0,0,20.636,0,22.588,0,15.211,0,0,0,,,,
P   ,06/04/2022 17:50,0,0,0,0,20.636,0,22.571,0,15.006,0,0,0,,,,
P   ,06/04/2022 17:51,0,0,0,0,20.636,0,22.555,0,14.972,0,0,0,,,,
P   ,06/04/2022 17:52,0,0,0,0,20.636,0,22.538,0,15.108,0,0,0,,,,
P   ,06/04/2022 17:53,0,0,0,0,20.636,0,22.521,0,15.075,0,0,0,,,,
P   ,06/04/2022 17:54,0,0,0,0,20.636,0,22.486,0,15.261,0,0,0,,,,
P   ,06/04/2022 17:55,0,0,0,0,20.636,0,22.418,0,15.347,0,0,0,,,,
P   ,06/04/2022 17:56,0,0,0,0,20.624,0,22.385,0,15.431,0,0,0,,,,
P   ,06/04/2022 17:57,0,0,0,0,20.624,0,22.368,0,15.347,0,0,0,,,,
P   ,06/04/2022 17:58,0,0,0,0,20.624,0,22.368,0,15.448,0,0,0,,,,
P   ,06/04/2022 17:59,0,0,0,0,20.624,0,22.351,0,15.431,0,0,0,,,,
P   ,06/04/2022 18:00,0,0,0,0,20.624,0,22.334,0,15.431,0,0,0,,,,
P   ,06/04/2022 18:01,0,0,0,0,20.624,0,22.334,0,15.517,0,0,0,,,,
P   ,06/04/2022 18:02,0,0,0,0,20.624,0,22.316,0,15.482,0,0,0,,,,
P   ,06/04/2022 18:03,0,0,0,0,20.624,0,22.316,0,15.5,0,0,0,,,,
P   ,06/04/2022 18:04,0,0,0,0,20.624,0,22.334,0,15.448,0,0,0,,,,
P   ,06/04/2022 18:05,0,0,0,0,20.624,0,22.334,0,15.381,0,0,0,,,,
P   ,06/04/2022 18:06,0,0,0,0,20.624,0,22.334,0,15.347,0,0,0,,,,
P   ,06/04/2022 18:07,0,0,0,0,20.624,0,22.334,0,15.347,0,0,0,,,,
P   ,06/04/2022 18:08,0,0,0,0,20.624,0,22.368,0,15.261,0,0,0,,,,
P   ,06/04/2022 18:09,0,0,0,0,20.624,0,22.385,0,15.194,0,0,0,,,,
P   ,06/04/2022 18:10,0,0,0,0,20.611,0,22.368,0,15.108,0,0,0,,,,
P   ,06/04/2022 18:11,0,0,0,0,20.611,0,22.385,0,15.058,0,0,0,,,,
P   ,06/04/2022 18:12,0,0,0,0,20.611,0,22.402,0,14.955,0,0,0,,,,
P   ,06/04/2022 18:13,0,0,0,0,20.611,0,22.418,0,14.955,0,0,0,,,,
P   ,06/04/2022 18:14,0,0,0,0,20.611,0,22.418,0,14.888,0,0,0,,,,
P   ,06/04/2022 18:15,0,0,0,0,20.611,0,22.435,0,14.836,0,0,0,,,,
P   ,06/04/2022 18:16,0,0,0,0,20.611,0,22.452,0,14.785,0,0,0,,,,
P   ,06/04/2022 18:17,0,0,0,0,20.611,0,22.452,0,14.785,0,0,0,,,,
P   ,06/04/2022 18:18,0,0,0,0,20.611,0,22.469,0,14.735,0,0,0,,,,
P   ,06/04/2022 18:19,0,0,0,0,20.611,0,22.486,0,14.666,0,0,0,,,,
P   ,06/04/2022 18:20,0,0,0,0,20.611,0,22.486,0,14.632,0,0,0,,,,
P   ,06/04/2022 18:21,0,0,0,0,20.611,0,22.504,0,14.616,0,0,0,,,,
P   ,06/04/2022 18:22,0,0,0,0,20.611,0,22.521,0,14.53,0,0,0,,,,
P   ,06/04/2022 18:23,0,0,0,0,20.611,0,22.538,0,14.377,0,0,0,,,,
P   ,06/04/2022 18:24,0,0,0,0,20.611,0,22.555,0,14.429,0,0,0,,,,
P   ,06/04/2022 18:25,0,0,0,0,20.611,0,22.538,0,14.343,0,0,0,,,,
P   ,06/04/2022 18:26,0,0,0,0,20.624,0,22.521,0,14.309,0,0,0,,,,
P   ,06/04/2022 18:27,0,0,0,0,20.624,0,22.504,0,14.429,0,0,0,,,,
P   ,06/04/2022 18:28,0,0,0,0,20.624,0,22.469,0,14.309,0,0,0,,,,
P   ,06/04/2022 18:29,0,0,0,0,20.611,0,22.418,0,14.548,0,0,0,,,,
P   ,06/04/2022 18:30,0,0,0,0,20.611,0,22.368,0,14.632,0,0,0,,,,
P   ,06/04/2022 18:31,0,0,0,0,20.611,0,22.316,0,14.752,0,0,0,,,,
P   ,06/04/2022 18:32,0,0,0,0,20.611,0,22.299,0,14.683,0,0,0,,,,
P   ,06/04/2022 18:33,0,0,0,0,20.611,0,22.299,0,14.769,0,0,0,,,,
P   ,06/04/2022 18:34,0,0,0,0,20.611,0,22.265,0,14.819,0,0,0,,,,
P   ,06/04/2022 18:35,0,0,0,0,20.611,0,22.265,0,14.853,0,0,0,,,,
P   ,06/04/2022 18:36,0,0,0,0,20.611,0,22.249,0,14.888,0,0,0,,,,
P   ,06/04/2022 18:37,0,0,0,0,20.611,0,22.249,0,14.853,0,0,0,,,,
P   ,06/04/2022 18:38,0,0,0,0,20.599,0,22.232,0,14.905,0,0,0,,,,
P   ,06/04/2022 18:39,0,0,0,0,20.599,0,22.215,0,14.888,0,0,0,,,,
P   ,06/04/2022 18:40,0,0,0,0,20.599,0,22.232,0,14.836,0,0,0,,,,
P   ,06/04/2022 18:41,0,0,0,0,20.599,0,22.232,0,14.836,0,0,0,,,,
P   ,06/04/2022 18:42,0,0,0,0,20.599,0,22.232,0,14.836,0,0,0,,,,
P   ,06/04/2022 18:43,0,0,0,0,20.599,0,22.232,0,14.802,0,0,0,,,,
P   ,06/04/2022 18:44,0,0,0,0,20.599,0,22.249,0,14.785,0,0,0,,,,
P   ,06/04/2022 18:45,0,0,0,0,20.599,0,22.249,0,14.752,0,0,0,,,,
P   ,06/04/2022 18:46,0,0,0,0,20.599,0,22.265,0,14.666,0,0,0,,,,
P   ,06/04/2022 18:47,0,0,0,0,20.599,0,22.282,0,14.632,0,0,0,,,,
P   ,06/04/2022 18:48,0,0,0,0,20.599,0,22.299,0,14.548,0,0,0,,,,
P   ,06/04/2022 18:49,0,0,0,0,20.599,0,22.316,0,14.513,0,0,0,,,,
P   ,06/04/2022 18:50,0,0,0,0,20.599,0,22.316,0,14.446,0,0,0,,,,
P   ,06/04/2022 18:51,0,0,0,0,20.599,0,22.334,0,14.446,0,0,0,,,,
P   ,06/04/2022 18:52,0,0,0,0,20.599,0,22.334,0,14.412,0,0,0,,,,
P   ,06/04/2022 18:53,0,0,0,0,20.599,0,22.334,0,14.395,0,0,0,,,,
P   ,06/04/2022 18:54,0,0,0,0,20.599,0,22.334,0,14.36,0,0,0,,,,
P   ,06/04/2022 18:55,0,0,0,0,20.599,0,22.334,0,14.326,0,0,0,,,,
P   ,06/04/2022 18:56,0,0,0,0,20.599,0,22.351,0,14.309,0,0,0,,,,
P   ,06/04/2022 18:57,0,0,0,0,20.599,0,22.351,0,14.242,0,0,0,,,,
P   ,06/04/2022 18:58,0,0,0,0,20.599,0,22.368,0,14.207,0,0,0,,,,
P   ,06/04/2022 18:59,0,0,0,0,20.599,0,22.368,0,14.19,0,0,0,,,,
P   ,06/04/2022 19:00,0,0,0,0,20.599,0,22.368,0,14.14,0,0,0,,,,
P   ,06/04/2022 19:01,0,0,0,0,20.599,0,22.368,0,14.173,0,0,0,,,,
P   ,06/04/2022 19:02,0,0,0,0,20.599,0,22.368,0,14.106,0,0,0,,,,
P   ,06/04/2022 19:03,0,0,0,0,20.599,0,22.385,0,14.089,0,0,0,,,,
P   ,06/04/2022 19:04,0,0,0,0,20.599,0,22.402,0,13.901,0,0,0,,,,
P   ,06/04/2022 19:05,0,0,0,0,20.599,0,22.402,0,13.953,0,0,0,,,,
P   ,06/04/2022 19:06,0,0,0,0,20.599,0,22.402,0,13.953,0,0,0,,,,
P   ,06/04/2022 19:07,0,0,0,0,20.599,0,22.368,0,13.766,0,0,0,,,,
P   ,06/04/2022 19:08,0,0,0,0,20.599,0,22.351,0,13.987,0,0,0,,,,
